"site_no","AP","SAMPLE_DATE","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_Y_COORDINATE","LOCATION_X_COORDINATE"
"01-CLEA-0.1","N","2016-06-15 12:00","CHLORIDE",24.2,"mg/l","B",42.53417,-78.42139
"01-CLEA-0.1","N","2016-10-25 10:00","CHLORIDE",23.2,"mg/l","B",42.53417,-78.42139
"01-CLEA-0.1","N","2016-04-20 12:00","CHLORIDE",24.2,"mg/l","B",42.53417,-78.42139
"01-CLEA-0.1","N","2016-05-10 12:00","CHLORIDE",23.3,"mg/l","B",42.53417,-78.42139
"01-CLEA-0.1","N","2016-09-20 11:00","CHLORIDE",25.5,"mg/l","B",42.53417,-78.42139
"01-CLEA-0.1","N","2016-08-03 11:00","CHLORIDE",26.5,"mg/l","B",42.53417,-78.42139
"01-CLEA-3.1","N","2011-06-30 10:15","CHLORIDE",15.4,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-04-13 10:00","CHLORIDE",14.5,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-05-04 10:25","CHLORIDE",9.5,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-10-13 10:15","CHLORIDE",18.1,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-08-18 9:25","CHLORIDE",18.4,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-06-13 10:25","CHLORIDE",16.7,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-09-15 10:45","CHLORIDE",16.2,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-07-21 9:50","CHLORIDE",19.4,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-11-02 10:20","CHLORIDE",13.6,"mg/l","B",42.50608,-78.38956
"01-CLEA-3.1","N","2011-05-25 10:15","CHLORIDE",11.4,"mg/l","B",42.50608,-78.38956
"01-CRKB-2.1","N","2016-04-21 11:00","CHLORIDE",114,"mg/l","B",42.46938,-79.3309
"01-CRKB-2.1","N","2016-08-02 11:00","CHLORIDE",138,"mg/l","B",42.46938,-79.3309
"01-CRKB-2.1","N","2016-10-26 11:00","CHLORIDE",87,"mg/l","B",42.46938,-79.3309
"01-CRKB-2.1","N","2016-09-22 11:00","CHLORIDE",91.7,"mg/l","B",42.46938,-79.3309
"01-CRKB-2.1","N","2016-06-14 11:00","CHLORIDE",113,"mg/l","B",42.46938,-79.3309
"01-CRKB-2.1","N","2016-05-11 12:00","CHLORIDE",95.3,"mg/l","B",42.46938,-79.3309
"01-CWAY-0.2","N","2006-09-26 9:10","CHLORIDE",25.6,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-04-05 9:20","CHLORIDE",76.6,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-11-08 9:30","CHLORIDE",25.4,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-09-07 8:45","CHLORIDE",36.2,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-10-16 9:10","CHLORIDE",26.2,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-06-12 15:00","CHLORIDE",64.6,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-05-04 8:55","CHLORIDE",49.4,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-05-24 9:10","CHLORIDE",45.2,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-08-14 8:50","CHLORIDE",70.9,"mg/l","B",42.47538,-79.36556
"01-CWAY-0.2","N","2006-07-10 9:10","CHLORIDE",68.1,"mg/l","B",42.47538,-79.36556
"01-CWAY-14.5","N","2016-08-02 12:00","CHLORIDE",44.1,"mg/l","B",42.3672,-79.23686
"01-CWAY-14.5","N","2016-10-26 13:00","CHLORIDE",33.8,"mg/l","B",42.3672,-79.23686
"01-CWAY-14.5","N","2016-05-10 14:00","CHLORIDE",17,"mg/l","B",42.3672,-79.23686
"01-CWAY-14.5","N","2016-04-21 13:00","CHLORIDE",18.3,"mg/l","B",42.3672,-79.23686
"01-CWAY-14.5","N","2016-06-14 9:00","CHLORIDE",29,"mg/l","B",42.3672,-79.23686
"01-CWAY-14.5","N","2016-09-22 12:00","CHLORIDE",42.3,"mg/l","B",42.3672,-79.23686
"01-CYGA-1.2","N","2001-10-30 8:00","CHLORIDE",201,"mg/l","B",43.091944,-78.9625
"01-CYGA-1.2","N","2001-09-06 8:00","CHLORIDE",193,"mg/l","B",43.091944,-78.9625
"01-CYGA-1.2","N","2001-08-01 10:00","CHLORIDE",212,"mg/l","B",43.091944,-78.9625
"01-CYGA-1.2","N","2001-05-15 11:00","CHLORIDE",163,"mg/l","B",43.091944,-78.9625
"01-ELLI-10.3","N","2016-09-19 12:00","CHLORIDE",107,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2001-05-15 8:00","CHLORIDE",134,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2001-10-30 11:00","CHLORIDE",85.4,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2016-04-19 12:00","CHLORIDE",130,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2016-06-16 12:00","CHLORIDE",138,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2016-05-09 13:00","CHLORIDE",126,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2001-09-06 11:00","CHLORIDE",151,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2001-08-01 8:00","CHLORIDE",149,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2016-08-01 12:00","CHLORIDE",137,"mg/l","B",42.9788,-78.764
"01-ELLI-10.3","N","2016-10-24 12:00","CHLORIDE",95.5,"mg/l","B",42.9788,-78.764
"01-HYCK-1.6","N","2016-05-11 13:00","CHLORIDE",95.5,"mg/l","B",42.4825,-79.305
"01-HYCK-1.6","N","2016-06-14 12:00","CHLORIDE",99.3,"mg/l","B",42.4825,-79.305
"01-HYCK-1.6","N","2016-10-26 12:00","CHLORIDE",134,"mg/l","B",42.4825,-79.305
"01-HYCK-1.6","N","2016-04-21 12:00","CHLORIDE",96.6,"mg/l","B",42.4825,-79.305
"01-HYCK-1.6","N","2016-09-22 11:00","CHLORIDE",218,"mg/l","B",42.4825,-79.305
"01-LBUF-0.1","N","2011-05-04 12:10","CHLORIDE",20.8,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-10-13 12:30","CHLORIDE",54.6,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-05-25 12:40","CHLORIDE",31.1,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-04-13 12:15","CHLORIDE",37.8,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-06-13 13:15","CHLORIDE",57.1,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-08-18 12:25","CHLORIDE",74.1,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-06-30 12:30","CHLORIDE",57.3,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-07-21 11:30","CHLORIDE",73.7,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-09-15 12:30","CHLORIDE",67.3,"mg/l","B",42.88914,-78.64223
"01-LBUF-0.1","N","2011-11-02 12:10","CHLORIDE",47.3,"mg/l","B",42.88914,-78.64223
"01-LTON-3.7","N","2006-04-03 11:00","CHLORIDE",32.2,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-06-13 10:00","CHLORIDE",40.6,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-07-11 10:00","CHLORIDE",33.7,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-09-25 10:00","CHLORIDE",35.8,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-05-01 10:00","CHLORIDE",32.2,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-11-06 10:00","CHLORIDE",31.4,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-10-16 10:00","CHLORIDE",41.7,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-09-05 10:00","CHLORIDE",29.7,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-05-22 11:00","CHLORIDE",35.5,"mg/l","A",42.92932,-78.19204
"01-LTON-3.7","N","2006-08-14 11:00","CHLORIDE",36.6,"mg/l","A",42.92932,-78.19204
"01-MUDN-2.6","N","2006-11-07 10:00","CHLORIDE",29.3,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-09-05 8:55","CHLORIDE",16,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-08-15 10:15","CHLORIDE",72.1,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-09-27 11:20","CHLORIDE",34.9,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-07-12 11:00","CHLORIDE",96.3,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-06-13 11:30","CHLORIDE",106,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-05-01 10:35","CHLORIDE",90.8,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-05-23 11:10","CHLORIDE",103,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-04-03 10:00","CHLORIDE",73.7,"mg/l","B",43.100278,-78.667222
"01-MUDN-2.6","N","2006-10-17 10:50","CHLORIDE",9.87,"mg/l","B",43.100278,-78.667222
"01-MURD-4.2","N","2001-07-26 10:00","CHLORIDE",72,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-10-23 11:00","CHLORIDE",68.3,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-04-17 10:00","CHLORIDE",44,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-10-01 12:00","CHLORIDE",83.6,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-11-13 10:00","CHLORIDE",76.3,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-09-18 10:00","CHLORIDE",62.9,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-07-03 17:00","CHLORIDE",90.5,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-06-07 10:00","CHLORIDE",61.3,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-08-16 10:00","CHLORIDE",64.4,"mg/l","B",43.04679,-78.51305
"01-MURD-4.2","N","2001-05-08 10:00","CHLORIDE",61.7,"mg/l","B",43.04679,-78.51305
"01-NIAG-0.2","N","2001-08-16 11:00","CHLORIDE",15.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-07-19 9:15","CHLORIDE",18.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-06-15 9:15","CHLORIDE",18.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-07-02 9:30","CHLORIDE",17.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-05-02 13:00","CHLORIDE",21.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-10-17 10:00","CHLORIDE",17.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-04-17 9:40","CHLORIDE",19.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-08-15 9:20","CHLORIDE",18,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-09-04 9:30","CHLORIDE",17.5,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-10-29 8:00","CHLORIDE",18.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2001-06-07 11:00","CHLORIDE",17.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-05-12 8:45","CHLORIDE",18.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-06-23 0:15","CHLORIDE",20.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-08-11 0:30","CHLORIDE",17.5,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-10-11 9:00","CHLORIDE",17.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2007-09-19 10:30","CHLORIDE",17.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-09-27 10:10","CHLORIDE",17.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-10-05 9:00","CHLORIDE",18.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-06-24 8:15","CHLORIDE",21,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-07-15 8:45","CHLORIDE",17.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-09-03 8:45","CHLORIDE",19.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-10-21 8:30","CHLORIDE",18.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-05-14 9:00","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-04-21 9:00","CHLORIDE",18.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-05-23 10:10","CHLORIDE",17.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2016-08-01 9:00","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-06-21 9:00","CHLORIDE",16.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-06-23 9:00","CHLORIDE",18.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-09-17 9:15","CHLORIDE",16.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-06-11 9:30","CHLORIDE",18,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-05-28 9:15","CHLORIDE",14.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2001-07-26 11:00","CHLORIDE",18.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-04-16 9:30","CHLORIDE",19.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-07-02 8:30","CHLORIDE",18.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2001-10-23 9:00","CHLORIDE",16.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-10-26 9:00","CHLORIDE",15,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2015-04-28 9:00","CHLORIDE",17.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-05-23 8:45","CHLORIDE",17.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2015-08-11 11:00","CHLORIDE",17.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-09-16 9:00","CHLORIDE",16.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2011-09-13 9:00","CHLORIDE",17.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-09-18 10:00","CHLORIDE",16.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2001-09-18 8:00","CHLORIDE",15.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-04-15 13:00","CHLORIDE",17.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-05-10 12:30","CHLORIDE",17.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-06-08 13:00","CHLORIDE",16.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-08-09 13:00","CHLORIDE",17.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-05-12 9:00","CHLORIDE",20.5,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-05-13 9:00","CHLORIDE",17.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-10-26 8:00","CHLORIDE",16.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-05-08 9:00","CHLORIDE",17.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-10-31 9:00","CHLORIDE",18.2,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-04-19","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-04-20 9:00","CHLORIDE",21.5,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-09-22 0:30","CHLORIDE",16.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2009-11-03 0:30","CHLORIDE",17.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2016-10-24 9:00","CHLORIDE",16.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-05-14 9:15","CHLORIDE",18.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2008-04-22 8:45","CHLORIDE",17.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-05-10 8:00","CHLORIDE",17,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-08-06 9:00","CHLORIDE",16.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-09-13 9:00","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-09-27 13:00","CHLORIDE",19,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2013-10-07 9:15","CHLORIDE",16.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2007-05-15 9:45","CHLORIDE",16.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-06-27 10:00","CHLORIDE",17.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2016-06-16 9:00","CHLORIDE",16,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-06-21 9:00","CHLORIDE",18.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-05-23 9:15","CHLORIDE",18.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2015-06-23 12:00","CHLORIDE",18.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-07-12 10:30","CHLORIDE",19.1,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2007-07-24 9:00","CHLORIDE",18,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2005-07-28 9:00","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2016-04-19 9:00","CHLORIDE",17.4,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2002-04-23 9:00","CHLORIDE",17.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-04-23 8:00","CHLORIDE",18.3,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2004-08-17 9:00","CHLORIDE",16.8,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2001-05-08 11:00","CHLORIDE",16.6,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2007-10-30 11:00","CHLORIDE",16.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2015-10-06 9:00","CHLORIDE",16.5,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2010-10-19 12:45","CHLORIDE",18.7,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2006-05-01 9:20","CHLORIDE",18.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2012-10-15 9:15","CHLORIDE",16.9,"mg/l","B",43.26111,-79.06306
"01-NIAG-0.2","N","2003-08-19 9:00","CHLORIDE",14.9,"mg/l","B",43.26111,-79.06306
"01-PICR-1.3","N","2016-04-20 9:00","CHLORIDE",82.3,"mg/l","B",42.687293,-78.99959
"01-PICR-1.3","N","2016-09-20 8:00","CHLORIDE",143,"mg/l","B",42.687293,-78.99959
"01-PICR-1.3","N","2016-06-15 8:00","CHLORIDE",213,"mg/l","B",42.687293,-78.99959
"01-PICR-1.3","N","2016-10-25 13:00","CHLORIDE",107,"mg/l","B",42.687293,-78.99959
"01-PICR-1.3","N","2016-05-10 9:00","CHLORIDE",77.6,"mg/l","B",42.687293,-78.99959
"01-RANS-3.1","N","2006-04-03 10:45","CHLORIDE",121,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-05-23 0:20","CHLORIDE",161,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-06-13 11:00","CHLORIDE",163,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-09-05 10:00","CHLORIDE",120,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-10-17 0:15","CHLORIDE",37.6,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-11-07 8:45","CHLORIDE",49.4,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-09-27 0:30","CHLORIDE",120,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-05-01 11:40","CHLORIDE",130,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-07-12 0:05","CHLORIDE",68.2,"mg/l","B",43.01944,-78.66266
"01-RANS-3.1","N","2006-08-15 11:25","CHLORIDE",82.1,"mg/l","B",43.01944,-78.66266
"01-RANS_T1-0.2","N","2016-04-19 11:00","CHLORIDE",238,"mg/l","B",43.050046,-78.73106
"01-RANS_T1-0.2","N","2016-10-24 11:00","CHLORIDE",90.7,"mg/l","B",43.050046,-78.73106
"01-RANS_T1-0.2","N","2016-06-16 11:00","CHLORIDE",292,"mg/l","B",43.050046,-78.73106
"01-RANS_T1-0.2","N","2016-08-01 11:00","CHLORIDE",131,"mg/l","B",43.050046,-78.73106
"01-RANS_T1-0.2","N","2016-09-19 11:00","CHLORIDE",76.6,"mg/l","B",43.050046,-78.73106
"01-RANS_T1-0.2","N","2016-05-09 12:00","CHLORIDE",178,"mg/l","B",43.050046,-78.73106
"01-RUCK-0.7","N","2011-04-12 8:30","CHLORIDE",234,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-11-01 13:05","CHLORIDE",120,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-07-20 12:00","CHLORIDE",209,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-05-24 12:20","CHLORIDE",56.8,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-05-03 12:55","CHLORIDE",56.1,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-06-14 13:00","CHLORIDE",187,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-10-12 13:05","CHLORIDE",171,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-08-17 12:40","CHLORIDE",192,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-06-28 12:45","CHLORIDE",173,"mg/l","B",42.79305,-78.84068
"01-RUCK-0.7","N","2011-09-12 12:00","CHLORIDE",175,"mg/l","B",42.79305,-78.84068
"01-SILV-0.3","N","2016-10-25 12:00","CHLORIDE",26.4,"mg/l","B",42.54595,-79.16826
"01-SILV-0.3","N","2016-05-10 10:00","CHLORIDE",37.9,"mg/l","B",42.54595,-79.16826
"01-SILV-0.3","N","2016-08-03 9:00","CHLORIDE",32.8,"mg/l","B",42.54595,-79.16826
"01-SILV-0.3","N","2016-04-20 10:00","CHLORIDE",40.1,"mg/l","B",42.54595,-79.16826
"01-SILV-0.3","N","2016-06-15 9:00","CHLORIDE",48.9,"mg/l","B",42.54595,-79.16826
"01-SILV-0.3","N","2016-09-20 9:00","CHLORIDE",30.3,"mg/l","B",42.54595,-79.16826
"01-SMOK-2.4","N","2006-09-05 8:00","CHLORIDE",95.5,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-05-01 7:50","CHLORIDE",216,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-11-07 8:00","CHLORIDE",106,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-07-12 7:50","CHLORIDE",129,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-08-15 8:10","CHLORIDE",129,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-04-03 8:30","CHLORIDE",217,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-06-13 7:30","CHLORIDE",119,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-10-17 8:10","CHLORIDE",96.1,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-09-27 8:00","CHLORIDE",114,"mg/l","B",42.81989,-78.82444
"01-SMOK-2.4","N","2006-05-23 8:30","CHLORIDE",226,"mg/l","B",42.81989,-78.82444
"01-SPOO-0.3","N","2011-09-15 8:40","CHLORIDE",62.3,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-05-25 8:50","CHLORIDE",26.7,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-05-04 8:45","CHLORIDE",28.3,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-06-13 9:05","CHLORIDE",46.6,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-10-13 8:45","CHLORIDE",61.6,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-06-30 8:50","CHLORIDE",33.7,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-08-18 8:40","CHLORIDE",80.9,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-04-13 8:45","CHLORIDE",83.9,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-07-21 8:25","CHLORIDE",64.7,"mg/l","B",42.48855,-78.72167
"01-SPOO-0.3","N","2011-11-02 8:40","CHLORIDE",41.3,"mg/l","B",42.48855,-78.72167
"01-TEEN-0.4","N","2001-09-19 12:00","CHLORIDE",91.2,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-09-06 8:45","CHLORIDE",50.1,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-09-25 9:35","CHLORIDE",36.6,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-11-06 10:00","CHLORIDE",43.1,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2001-10-25 12:00","CHLORIDE",85.7,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-06-12 16:00","CHLORIDE",101,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-10-18 9:45","CHLORIDE",23.7,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2001-10-02 10:00","CHLORIDE",113,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-05-22 9:55","CHLORIDE",90.1,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2001-07-02 11:00","CHLORIDE",104,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-08-16 9:30","CHLORIDE",68.1,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2006-04-04 10:10","CHLORIDE",64.4,"mg/l","B",42.71237,-78.96671
"01-TEEN-0.4","N","2001-05-10 11:00","CHLORIDE",75.9,"mg/l","B",42.71237,-78.96671
