OBJECTID,site_id,BASIN,ECO_REGION,HUC6_NAME,sample_date,chemical_name,result_value,result_unit,adj_result_value,Lat,Long,Eco_Region_Lvl_III,Class_A
190,01-CATT_S-12.6,1,7,Eastern Lake Erie,2006-05-24 10:30,chloride (as cl),19.6,mg/l,19.6,42.356,-78.83286,,F
191,01-CATT_S-12.6,1,7,Eastern Lake Erie,2006-11-08 11:00,chloride (as cl),13.2,mg/l,13.2,42.356,-78.83286,,F
192,01-CATT_S-12.6,1,7,Eastern Lake Erie,2006-06-12 0:30,chloride (as cl),23.1,mg/l,23.1,42.356,-78.83286,,F
193,01-CATT_S-12.6,1,7,Eastern Lake Erie,2006-09-07 10:15,chloride (as cl),16.1,mg/l,16.1,42.356,-78.83286,,F
194,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-05-22 10:40,chloride (as cl),69.7,mg/l,69.7,42.850556,-78.80916,,F
195,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-07-13 9:55,chloride (as cl),22.6,mg/l,22.6,42.850556,-78.80916,,F
196,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-10-18 10:35,chloride (as cl),21.8,mg/l,21.8,42.850556,-78.80916,,F
197,01-CAZE-1.1,1,7,Eastern Lake Erie,2001-09-04 9:00,chloride (as cl),56,mg/l,56,42.850556,-78.80916,,F
198,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-06-13 8:00,chloride (as cl),86,mg/l,86,42.850556,-78.80916,,F
199,01-CAZE-1.1,1,7,Eastern Lake Erie,2001-05-17 10:00,chloride (as cl),65.1,mg/l,65.1,42.850556,-78.80916,,F
200,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-09-06 9:35,chloride (as cl),39.8,mg/l,39.8,42.850556,-78.80916,,F
201,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-04-04 9:20,chloride (as cl),39.7,mg/l,39.7,42.850556,-78.80916,,F
202,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-08-16 9:55,chloride (as cl),68.1,mg/l,68.1,42.850556,-78.80916,,F
203,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-05-02 10:45,chloride (as cl),70.9,mg/l,70.9,42.850556,-78.80916,,F
204,01-CAZE-1.1,1,7,Eastern Lake Erie,2001-10-31 10:00,chloride (as cl),53,mg/l,53,42.850556,-78.80916,,F
205,01-CAZE-1.1,1,7,Eastern Lake Erie,2001-07-31 8:00,chloride (as cl),92.8,mg/l,92.8,42.850556,-78.80916,,F
206,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-09-25 10:30,chloride (as cl),33.8,mg/l,33.8,42.850556,-78.80916,,F
207,01-CAZE-1.1,1,7,Eastern Lake Erie,2006-11-06 11:00,chloride (as cl),40.4,mg/l,40.4,42.850556,-78.80916,,F
208,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-04-13 11:30,chloride (as cl),56.1,mg/l,56.1,42.75729,-78.64475,,F
209,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-06-30 11:40,chloride (as cl),48.6,mg/l,48.6,42.75729,-78.64475,,F
210,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-07-21 10:50,chloride (as cl),94.9,mg/l,94.9,42.75729,-78.64475,,F
211,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-09-15 11:40,chloride (as cl),102,mg/l,102,42.75729,-78.64475,,F
212,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-08-18 11:40,chloride (as cl),88.5,mg/l,88.5,42.75729,-78.64475,,F
213,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-06-13 12:25,chloride (as cl),77.5,mg/l,77.5,42.75729,-78.64475,,F
214,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-11-02 11:30,chloride (as cl),59.3,mg/l,59.3,42.75729,-78.64475,,F
215,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-10-13 11:45,chloride (as cl),93.6,mg/l,93.6,42.75729,-78.64475,,F
216,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-05-25 11:50,chloride (as cl),40.2,mg/l,40.2,42.75729,-78.64475,,F
217,01-CAZE_E-0.3,1,7,Eastern Lake Erie,2011-05-04 11:30,chloride (as cl),26.1,mg/l,26.1,42.75729,-78.64475,,F
218,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-07-02 9:00,chloride (as cl),15.4,mg/l,15.4,42.33696,-79.60059,,F
219,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-10-02 9:00,chloride (as cl),23.5,mg/l,23.5,42.33696,-79.60059,,F
220,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-11-14 9:00,chloride (as cl),22.3,mg/l,22.3,42.33696,-79.60059,,F
221,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-06-06 9:00,chloride (as cl),16.6,mg/l,16.6,42.33696,-79.60059,,F
222,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-08-15 9:00,chloride (as cl),46.7,mg/l,46.7,42.33696,-79.60059,,F
223,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-10-12 9:10,chloride (as cl),24.3,mg/l,24.3,42.33696,-79.60059,,F
224,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-10-25 9:00,chloride (as cl),16.8,mg/l,16.8,42.33696,-79.60059,,F
225,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-07-24 9:00,chloride (as cl),38,mg/l,38,42.33696,-79.60059,,F
226,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-08-17 9:10,chloride (as cl),26.5,mg/l,26.5,42.33696,-79.60059,,F
227,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-04-18 10:00,chloride (as cl),12.7,mg/l,12.7,42.33696,-79.60059,,F
228,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-06-14 9:50,chloride (as cl),14.8,mg/l,14.8,42.33696,-79.60059,,F
229,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-04-12 10:00,chloride (as cl),15.5,mg/l,15.5,42.33696,-79.60059,,F
230,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-05-03 9:30,chloride (as cl),14.7,mg/l,14.7,42.33696,-79.60059,,F
231,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-05-10 9:00,chloride (as cl),18.8,mg/l,18.8,42.33696,-79.60059,,F
232,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-06-28 10:00,chloride (as cl),17.6,mg/l,17.6,42.33696,-79.60059,,F
233,01-CHAU-0.4,1,7,Eastern Lake Erie,2001-09-19 9:00,chloride (as cl),43,mg/l,43,42.33696,-79.60059,,F
234,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-07-20 9:00,chloride (as cl),29.6,mg/l,29.6,42.33696,-79.60059,,F
235,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-11-01 9:10,chloride (as cl),11.2,mg/l,11.2,42.33696,-79.60059,,F
236,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-09-12 9:55,chloride (as cl),16,mg/l,16,42.33696,-79.60059,,F
237,01-CHAU-0.4,1,7,Eastern Lake Erie,2011-05-24 9:00,chloride (as cl),3.3,mg/l,3.3,42.33696,-79.60059,,F
238,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-05-24 11:15,chloride (as cl),50.8,mg/l,50.8,42.5429,-79.01499,,F
239,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-11-08 11:45,chloride (as cl),29.7,mg/l,29.7,42.5429,-79.01499,,F
240,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-09-26 11:30,chloride (as cl),29.3,mg/l,29.3,42.5429,-79.01499,,F
241,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-10-16 11:45,chloride (as cl),30.1,mg/l,30.1,42.5429,-79.01499,,F
242,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-08-14 11:15,chloride (as cl),41,mg/l,41,42.5429,-79.01499,,F
243,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-06-12 13:30,chloride (as cl),45.9,mg/l,45.9,42.5429,-79.01499,,F
244,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-04-05 11:50,chloride (as cl),42.3,mg/l,42.3,42.5429,-79.01499,,F
245,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-09-07 11:10,chloride (as cl),34.8,mg/l,34.8,42.5429,-79.01499,,F
246,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-05-04 11:20,chloride (as cl),44.8,mg/l,44.8,42.5429,-79.01499,,F
247,01-CLAR-0.6,1,7,Eastern Lake Erie,2006-07-10 11:50,chloride (as cl),43.8,mg/l,43.8,42.5429,-79.01499,,F
248,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-06-15 12:00,chloride (as cl),24.2,mg/l,24.2,42.53417,-78.42139,,F
249,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-10-25 10:00,chloride (as cl),23.2,mg/l,23.2,42.53417,-78.42139,,F
250,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-04-20 12:00,chloride (as cl),24.2,mg/l,24.2,42.53417,-78.42139,,F
251,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-05-10 12:00,chloride (as cl),23.3,mg/l,23.3,42.53417,-78.42139,,F
252,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-09-20 11:00,chloride (as cl),25.5,mg/l,25.5,42.53417,-78.42139,,F
253,01-CLEA-0.1,1,7,Eastern Lake Erie,2016-08-03 11:00,chloride (as cl),26.5,mg/l,26.5,42.53417,-78.42139,,F
254,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-06-30 10:15,chloride (as cl),15.4,mg/l,15.4,42.50608,-78.38956,,F
255,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-04-13 10:00,chloride (as cl),14.5,mg/l,14.5,42.50608,-78.38956,,F
256,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-05-04 10:25,chloride (as cl),9.5,mg/l,9.5,42.50608,-78.38956,,F
257,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-10-13 10:15,chloride (as cl),18.1,mg/l,18.1,42.50608,-78.38956,,F
258,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-08-18 9:25,chloride (as cl),18.4,mg/l,18.4,42.50608,-78.38956,,F
259,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-06-13 10:25,chloride (as cl),16.7,mg/l,16.7,42.50608,-78.38956,,F
260,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-09-15 10:45,chloride (as cl),16.2,mg/l,16.2,42.50608,-78.38956,,F
261,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-07-21 9:50,chloride (as cl),19.4,mg/l,19.4,42.50608,-78.38956,,F
262,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-11-02 10:20,chloride (as cl),13.6,mg/l,13.6,42.50608,-78.38956,,F
263,01-CLEA-3.1,1,7,Eastern Lake Erie,2011-05-25 10:15,chloride (as cl),11.4,mg/l,11.4,42.50608,-78.38956,,F
264,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-04-21 11:00,chloride (as cl),114,mg/l,114,42.46938,-79.3309,,F
265,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-08-02 11:00,chloride (as cl),138,mg/l,138,42.46938,-79.3309,,F
266,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-10-26 11:00,chloride (as cl),87,mg/l,87,42.46938,-79.3309,,F
267,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-09-22 11:00,chloride (as cl),91.7,mg/l,91.7,42.46938,-79.3309,,F
268,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-06-14 11:00,chloride (as cl),113,mg/l,113,42.46938,-79.3309,,F
269,01-CRKB-2.1,1,7,Eastern Lake Erie,2016-05-11 12:00,chloride (as cl),95.3,mg/l,95.3,42.46938,-79.3309,,F
270,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-09-26 9:10,chloride (as cl),25.6,mg/l,25.6,42.47538,-79.36556,,F
271,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-04-05 9:20,chloride (as cl),76.6,mg/l,76.6,42.47538,-79.36556,,F
272,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-11-08 9:30,chloride (as cl),25.4,mg/l,25.4,42.47538,-79.36556,,F
273,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-09-07 8:45,chloride (as cl),36.2,mg/l,36.2,42.47538,-79.36556,,F
274,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-10-16 9:10,chloride (as cl),26.2,mg/l,26.2,42.47538,-79.36556,,F
275,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-06-12 15:00,chloride (as cl),64.6,mg/l,64.6,42.47538,-79.36556,,F
276,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-05-04 8:55,chloride (as cl),49.4,mg/l,49.4,42.47538,-79.36556,,F
277,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-05-24 9:10,chloride (as cl),45.2,mg/l,45.2,42.47538,-79.36556,,F
278,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-08-14 8:50,chloride (as cl),70.9,mg/l,70.9,42.47538,-79.36556,,F
279,01-CWAY-0.2,1,7,Eastern Lake Erie,2006-07-10 9:10,chloride (as cl),68.1,mg/l,68.1,42.47538,-79.36556,,F
280,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-08-02 12:00,chloride (as cl),44.1,mg/l,44.1,42.3672,-79.23686,,F
281,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-10-26 13:00,chloride (as cl),33.8,mg/l,33.8,42.3672,-79.23686,,F
282,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-05-10 14:00,chloride (as cl),17,mg/l,17,42.3672,-79.23686,,F
283,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-04-21 13:00,chloride (as cl),18.3,mg/l,18.3,42.3672,-79.23686,,F
284,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-06-14 9:00,chloride (as cl),29,mg/l,29,42.3672,-79.23686,,F
285,01-CWAY-14.5,1,7,Eastern Lake Erie,2016-09-22 12:00,chloride (as cl),42.3,mg/l,42.3,42.3672,-79.23686,,F
286,01-CYGA-1.2,1,7,Eastern Lake Erie,2001-10-30 8:00,chloride (as cl),201,mg/l,201,43.091944,-78.9625,,F
287,01-CYGA-1.2,1,7,Eastern Lake Erie,2001-09-06 8:00,chloride (as cl),193,mg/l,193,43.091944,-78.9625,,F
288,01-CYGA-1.2,1,7,Eastern Lake Erie,2001-08-01 10:00,chloride (as cl),212,mg/l,212,43.091944,-78.9625,,F
289,01-CYGA-1.2,1,7,Eastern Lake Erie,2001-05-15 11:00,chloride (as cl),163,mg/l,163,43.091944,-78.9625,,F
290,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-09-19 12:00,chloride (as cl),107,mg/l,107,42.9788,-78.764,,F
291,01-ELLI-10.3,1,7,Eastern Lake Erie,2001-05-15 8:00,chloride (as cl),134,mg/l,134,42.9788,-78.764,,F
292,01-ELLI-10.3,1,7,Eastern Lake Erie,2001-10-30 11:00,chloride (as cl),85.4,mg/l,85.4,42.9788,-78.764,,F
293,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-04-19 12:00,chloride (as cl),130,mg/l,130,42.9788,-78.764,,F
294,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-06-16 12:00,chloride (as cl),138,mg/l,138,42.9788,-78.764,,F
295,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-05-09 13:00,chloride (as cl),126,mg/l,126,42.9788,-78.764,,F
296,01-ELLI-10.3,1,7,Eastern Lake Erie,2001-09-06 11:00,chloride (as cl),151,mg/l,151,42.9788,-78.764,,F
297,01-ELLI-10.3,1,7,Eastern Lake Erie,2001-08-01 8:00,chloride (as cl),149,mg/l,149,42.9788,-78.764,,F
298,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-08-01 12:00,chloride (as cl),137,mg/l,137,42.9788,-78.764,,F
299,01-ELLI-10.3,1,7,Eastern Lake Erie,2016-10-24 12:00,chloride (as cl),95.5,mg/l,95.5,42.9788,-78.764,,F
300,01-HYCK-1.6,1,7,Eastern Lake Erie,2016-05-11 13:00,chloride (as cl),95.5,mg/l,95.5,42.4825,-79.305,,F
301,01-HYCK-1.6,1,7,Eastern Lake Erie,2016-06-14 12:00,chloride (as cl),99.3,mg/l,99.3,42.4825,-79.305,,F
302,01-HYCK-1.6,1,7,Eastern Lake Erie,2016-10-26 12:00,chloride (as cl),134,mg/l,134,42.4825,-79.305,,F
303,01-HYCK-1.6,1,7,Eastern Lake Erie,2016-04-21 12:00,chloride (as cl),96.6,mg/l,96.6,42.4825,-79.305,,F
304,01-HYCK-1.6,1,7,Eastern Lake Erie,2016-09-22 11:00,chloride (as cl),218,mg/l,218,42.4825,-79.305,,F
305,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-05-04 12:10,chloride (as cl),20.8,mg/l,20.8,42.88914,-78.64223,,F
306,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-10-13 12:30,chloride (as cl),54.6,mg/l,54.6,42.88914,-78.64223,,F
307,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-05-25 12:40,chloride (as cl),31.1,mg/l,31.1,42.88914,-78.64223,,F
308,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-04-13 12:15,chloride (as cl),37.8,mg/l,37.8,42.88914,-78.64223,,F
309,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-06-13 13:15,chloride (as cl),57.1,mg/l,57.1,42.88914,-78.64223,,F
310,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-08-18 12:25,chloride (as cl),74.1,mg/l,74.1,42.88914,-78.64223,,F
311,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-06-30 12:30,chloride (as cl),57.3,mg/l,57.3,42.88914,-78.64223,,F
312,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-07-21 11:30,chloride (as cl),73.7,mg/l,73.7,42.88914,-78.64223,,F
313,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-09-15 12:30,chloride (as cl),67.3,mg/l,67.3,42.88914,-78.64223,,F
314,01-LBUF-0.1,1,7,Eastern Lake Erie,2011-11-02 12:10,chloride (as cl),47.3,mg/l,47.3,42.88914,-78.64223,,F
315,01-LTON-3.7,1,7,Eastern Lake Erie,2006-04-03 11:00,chloride (as cl),32.2,mg/l,32.2,42.92932,-78.19204,,T
316,01-LTON-3.7,1,7,Eastern Lake Erie,2006-06-13 10:00,chloride (as cl),40.6,mg/l,40.6,42.92932,-78.19204,,T
317,01-LTON-3.7,1,7,Eastern Lake Erie,2006-07-11 10:00,chloride (as cl),33.7,mg/l,33.7,42.92932,-78.19204,,T
318,01-LTON-3.7,1,7,Eastern Lake Erie,2006-09-25 10:00,chloride (as cl),35.8,mg/l,35.8,42.92932,-78.19204,,T
319,01-LTON-3.7,1,7,Eastern Lake Erie,2006-05-01 10:00,chloride (as cl),32.2,mg/l,32.2,42.92932,-78.19204,,T
320,01-LTON-3.7,1,7,Eastern Lake Erie,2006-11-06 10:00,chloride (as cl),31.4,mg/l,31.4,42.92932,-78.19204,,T
321,01-LTON-3.7,1,7,Eastern Lake Erie,2006-10-16 10:00,chloride (as cl),41.7,mg/l,41.7,42.92932,-78.19204,,T
322,01-LTON-3.7,1,7,Eastern Lake Erie,2006-09-05 10:00,chloride (as cl),29.7,mg/l,29.7,42.92932,-78.19204,,T
323,01-LTON-3.7,1,7,Eastern Lake Erie,2006-05-22 11:00,chloride (as cl),35.5,mg/l,35.5,42.92932,-78.19204,,T
324,01-LTON-3.7,1,7,Eastern Lake Erie,2006-08-14 11:00,chloride (as cl),36.6,mg/l,36.6,42.92932,-78.19204,,T
325,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-11-07 10:00,chloride (as cl),29.3,mg/l,29.3,43.100278,-78.667222,,F
326,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-09-05 8:55,chloride (as cl),16,mg/l,16,43.100278,-78.667222,,F
327,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-08-15 10:15,chloride (as cl),72.1,mg/l,72.1,43.100278,-78.667222,,F
328,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-09-27 11:20,chloride (as cl),34.9,mg/l,34.9,43.100278,-78.667222,,F
329,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-07-12 11:00,chloride (as cl),96.3,mg/l,96.3,43.100278,-78.667222,,F
330,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-06-13 11:30,chloride (as cl),106,mg/l,106,43.100278,-78.667222,,F
331,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-05-01 10:35,chloride (as cl),90.8,mg/l,90.8,43.100278,-78.667222,,F
332,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-05-23 11:10,chloride (as cl),103,mg/l,103,43.100278,-78.667222,,F
333,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-04-03 10:00,chloride (as cl),73.7,mg/l,73.7,43.100278,-78.667222,,F
334,01-MUDN-2.6,1,7,Eastern Lake Erie,2006-10-17 10:50,chloride (as cl),9.87,mg/l,9.87,43.100278,-78.667222,,F
335,01-MURD-4.2,1,7,Eastern Lake Erie,2001-07-26 10:00,chloride (as cl),72,mg/l,72,43.04679,-78.51305,,F
336,01-MURD-4.2,1,7,Eastern Lake Erie,2001-10-23 11:00,chloride (as cl),68.3,mg/l,68.3,43.04679,-78.51305,,F
337,01-MURD-4.2,1,7,Eastern Lake Erie,2001-04-17 10:00,chloride (as cl),44,mg/l,44,43.04679,-78.51305,,F
338,01-MURD-4.2,1,7,Eastern Lake Erie,2001-10-01 12:00,chloride (as cl),83.6,mg/l,83.6,43.04679,-78.51305,,F
339,01-MURD-4.2,1,7,Eastern Lake Erie,2001-11-13 10:00,chloride (as cl),76.3,mg/l,76.3,43.04679,-78.51305,,F
340,01-MURD-4.2,1,7,Eastern Lake Erie,2001-09-18 10:00,chloride (as cl),62.9,mg/l,62.9,43.04679,-78.51305,,F
341,01-MURD-4.2,1,7,Eastern Lake Erie,2001-07-03 17:00,chloride (as cl),90.5,mg/l,90.5,43.04679,-78.51305,,F
342,01-MURD-4.2,1,7,Eastern Lake Erie,2001-06-07 10:00,chloride (as cl),61.3,mg/l,61.3,43.04679,-78.51305,,F
343,01-MURD-4.2,1,7,Eastern Lake Erie,2001-08-16 10:00,chloride (as cl),64.4,mg/l,64.4,43.04679,-78.51305,,F
344,01-MURD-4.2,1,7,Eastern Lake Erie,2001-05-08 10:00,chloride (as cl),61.7,mg/l,61.7,43.04679,-78.51305,,F
345,01-NIAG-0.2,1,7,Eastern Lake Erie,2001-08-16 11:00,chloride (as cl),15.1,mg/l,15.1,43.26111,-79.06306,,F
346,01-NIAG-0.2,1,7,Eastern Lake Erie,2011-07-19 9:15,chloride (as cl),18.4,mg/l,18.4,43.26111,-79.06306,,F
347,01-NIAG-0.2,1,7,Eastern Lake Erie,2011-06-15 9:15,chloride (as cl),18.2,mg/l,18.2,43.26111,-79.06306,,F
348,01-NIAG-0.2,1,7,Eastern Lake Erie,2012-07-02 9:30,chloride (as cl),17.2,mg/l,17.2,43.26111,-79.06306,,F
349,01-NIAG-0.2,1,7,Eastern Lake Erie,2011-05-02 13:00,chloride (as cl),21.3,mg/l,21.3,43.26111,-79.06306,,F
350,01-NIAG-0.2,1,7,Eastern Lake Erie,2006-10-17 10:00,chloride (as cl),17.6,mg/l,17.6,43.26111,-79.06306,,F
351,01-NIAG-0.2,1,7,Eastern Lake Erie,2012-04-17 9:40,chloride (as cl),19.4,mg/l,19.4,43.26111,-79.06306,,F
352,01-NIAG-0.2,1,7,Eastern Lake Erie,2006-08-15 9:20,chloride (as cl),18,mg/l,18,43.26111,-79.06306,,F
353,01-NIAG-0.2,1,7,Eastern Lake Erie,2012-09-04 9:30,chloride (as cl),17.5,mg/l,17.5,43.26111,-79.06306,,F
354,01-NIAG-0.2,1,7,Eastern Lake Erie,2003-10-29 8:00,chloride (as cl),18.6,mg/l,18.6,43.26111,-79.06306,,F
355,01-NIAG-0.2,1,7,Eastern Lake Erie,2001-06-07 11:00,chloride (as cl),17.9,mg/l,17.9,43.26111,-79.06306,,F
356,01-NIAG-0.2,1,7,Eastern Lake Erie,2009-05-12 8:45,chloride (as cl),18.3,mg/l,18.3,43.26111,-79.06306,,F
357,01-NIAG-0.2,1,7,Eastern Lake Erie,2009-06-23 0:15,chloride (as cl),20.3,mg/l,20.3,43.26111,-79.06306,,F
358,01-NIAG-0.2,1,7,Eastern Lake Erie,2009-08-11 0:30,chloride (as cl),17.5,mg/l,17.5,43.26111,-79.06306,,F
359,01-NIAG-0.2,1,7,Eastern Lake Erie,2011-10-11 9:00,chloride (as cl),17.8,mg/l,17.8,43.26111,-79.06306,,F
360,01-NIAG-0.2,1,7,Eastern Lake Erie,2007-09-19 10:30,chloride (as cl),17.8,mg/l,17.8,43.26111,-79.06306,,F
361,01-NIAG-0.2,1,7,Eastern Lake Erie,2006-09-27 10:10,chloride (as cl),17.1,mg/l,17.1,43.26111,-79.06306,,F
362,01-NIAG-0.2,1,7,Eastern Lake Erie,2004-10-05 9:00,chloride (as cl),18.3,mg/l,18.3,43.26111,-79.06306,,F
363,01-NIAG-0.2,1,7,Eastern Lake Erie,2008-06-24 8:15,chloride (as cl),21,mg/l,21,43.26111,-79.06306,,F
364,01-NIAG-0.2,1,7,Eastern Lake Erie,2008-07-15 8:45,chloride (as cl),17.6,mg/l,17.6,43.26111,-79.06306,,F
365,01-NIAG-0.2,1,7,Eastern Lake Erie,2008-09-03 8:45,chloride (as cl),19.2,mg/l,19.2,43.26111,-79.06306,,F
366,01-NIAG-0.2,1,7,Eastern Lake Erie,2008-10-21 8:30,chloride (as cl),18.8,mg/l,18.8,43.26111,-79.06306,,F
367,01-NIAG-0.2,1,7,Eastern Lake Erie,2002-05-14 9:00,chloride (as cl),16.8,mg/l,16.8,43.26111,-79.06306,,F
368,01-NIAG-0.2,1,7,Eastern Lake Erie,2009-04-21 9:00,chloride (as cl),18.8,mg/l,18.8,43.26111,-79.06306,,F
369,01-NIAG-0.2,1,7,Eastern Lake Erie,2006-05-23 10:10,chloride (as cl),17.7,mg/l,17.7,43.26111,-79.06306,,F
370,01-NIAG-0.2,1,7,Eastern Lake Erie,2016-08-01 9:00,chloride (as cl),16.8,mg/l,16.8,43.26111,-79.06306,,F
371,01-NIAG-0.2,1,7,Eastern Lake Erie,2005-06-21 9:00,chloride (as cl),16.2,mg/l,16.2,43.26111,-79.06306,,F
372,01-NIAG-0.2,1,7,Eastern Lake Erie,2003-06-23 9:00,chloride (as cl),18.6,mg/l,18.6,43.26111,-79.06306,,F
373,01-NIAG-0.2,1,7,Eastern Lake Erie,2013-09-17 9:15,chloride (as cl),16.7,mg/l,16.7,43.26111,-79.06306,,F
374,01-NIAG-0.2,1,7,Eastern Lake Erie,2012-06-11 9:30,chloride (as cl),18,mg/l,18,43.26111,-79.06306,,F
375,01-NIAG-0.2,1,7,Eastern Lake Erie,2013-05-28 9:15,chloride (as cl),14.1,mg/l,14.1,43.26111,-79.06306,,F
376,01-NIAG-0.2,1,7,Eastern Lake Erie,2001-07-26 11:00,chloride (as cl),18.2,mg/l,18.2,43.26111,-79.06306,,F
377,01-NIAG-0.2,1,7,Eastern Lake Erie,2013-04-16 9:30,chloride (as cl),19.7,mg/l,19.7,43.26111,-79.06306,,F
378,01-NIAG-0.2,1,7,Eastern Lake Erie,2013-07-02 8:30,chloride (as cl),18.1,mg/l,18.1,43.26111,-79.06306,,F
379,01-NIAG-0.2,1,7,Eastern Lake Erie,2001-10-23 9:00,chloride (as cl),16.2,mg/l,16.2,43.26111,-79.06306,,F
