"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_RESULT_VALUE"
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.76083e-08
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",15.2
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","PH",NA,"pH units",7.17
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.006
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",25
"SHAVER POND",1996-09-10,"1996-09-10 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.75
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.709636e-08
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.9
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","PH",NA,"pH units",7.06
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","TEMPERATURE",NA,"deg C",19
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1996-09-23,"1996-09-23 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.019952e-07
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.15
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.03
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","PH",NA,"pH units",6.52
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.011
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","TEMPERATURE",NA,"deg C",16
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1997-06-02,"1997-06-02 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.5
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.168694e-08
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.33
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","PH",NA,"pH units",7.38
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1997-06-30,"1997-06-30 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.659587e-07
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.46
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","PH",NA,"pH units",6.78
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1997-07-28,"1997-07-28 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.75
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.388442e-08
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",8.48
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","PH",NA,"pH units",7.47
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.012
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",46
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","TEMPERATURE",NA,"deg C",23
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",1997-08-28,"1997-08-28 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.981072e-08
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.7
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","PH",NA,"pH units",7.4
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1997-09-10,"1997-09-10 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.456542e-08
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.72
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","PH",NA,"pH units",7.19
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",1998-05-28,"1998-05-28 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.584893e-07
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.44
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","PH",NA,"pH units",6.8
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",11
"SHAVER POND",1998-06-25,"1998-06-25 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",8.5
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.623413e-08
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.15
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","PH",NA,"pH units",7.25
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",5
"SHAVER POND",1998-07-23,"1998-07-23 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.55
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.912509e-08
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.18
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","PH",NA,"pH units",7.05
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1998-08-10,"1998-08-10 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.168694e-08
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.8
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.02
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","PH",NA,"pH units",7.38
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.005
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","TEMPERATURE",NA,"deg C",13
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",7
"SHAVER POND",1998-10-09,"1998-10-09 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.5
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.454709e-07
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",4.49
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","PH",NA,"pH units",6.61
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.011
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",49
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","TEMPERATURE",NA,"deg C",10
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",1998-10-26,"1998-10-26 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.413102e-08
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.06
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","PH",NA,"pH units",7.13
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","TEMPERATURE",NA,"deg C",16
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",11
"SHAVER POND",1999-05-24,"1999-05-24 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.45
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.311311e-08
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.2
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","PH",NA,"pH units",7.48
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.004
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",10
"SHAVER POND",1999-06-15,"1999-06-15 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.25
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.467369e-08
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.06
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","PH",NA,"pH units",7.46
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.004
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","TEMPERATURE",NA,"deg C",23
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",7
"SHAVER POND",1999-06-30,"1999-06-30 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",6.25
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.162278e-07
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.16
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.02
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","PH",NA,"pH units",6.5
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",20
"SHAVER POND",1999-07-13,"1999-07-13 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.25
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.467369e-07
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.84
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","PH",NA,"pH units",6.46
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",15
"SHAVER POND",1999-07-27,"1999-07-27 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",6
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.019952e-08
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.1
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","PH",NA,"pH units",7.52
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",48
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",12
"SHAVER POND",1999-08-12,"1999-08-12 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.375
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.754399e-07
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.17
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","PH",NA,"pH units",6.24
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.005
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",13
"SHAVER POND",1999-08-27,"1999-08-27 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.625
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.677351e-08
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.32
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","PH",NA,"pH units",7.33
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","TEMPERATURE",NA,"deg C",23
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",11
"SHAVER POND",2000-07-11,"2000-07-11 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.7
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.413102e-07
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.65
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","PH",NA,"pH units",6.13
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.005
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",2000-07-26,"2000-07-26 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.7
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.398833e-08
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.76
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","PH",NA,"pH units",7.62
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",9
"SHAVER POND",2000-08-10,"2000-08-10 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.67
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.737801e-07
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.55
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","PH",NA,"pH units",6.76
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",17
"SHAVER POND",2000-08-24,"2000-08-24 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.4
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.905461e-07
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.99
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","PH",NA,"pH units",6.72
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",13
"SHAVER POND",2000-09-07,"2000-09-07 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.896341
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.235937e-08
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","PH",NA,"pH units",7.49
"SHAVER POND",2000-09-20,"2000-09-20 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.006
